@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.attribute.Remove-R3-10,12-13,16-17,22-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement-V'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute 'Amount of Skin' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.599933,0.551845,44.053004,2429.1829,0.055114,8.424642,4.264648,64.095377,19.357747,NoPornografico
0.471103,0.481882,98.497574,4507.145453,0.070204,36.943359,0.902995,50.509836,37.63444,NoPornografico
0.559697,0.52526,68.343697,4718.549565,0.069453,40.057129,25.143555,61.994361,58.160482,NoPornografico
0.682728,0.527957,95.287833,1421.862048,0.349084,18.281576,0.791341,79.754012,17.670898,NoPornografico
0.695535,0.682902,58.75509,194.183766,0.272774,0.266439,0.051595,64.113786,0.55957,NoPornografico
0.604642,0.377645,74.729617,2804.444876,0.092326,18.809896,7.086914,55.196824,25.372721,NoPornografico
0.393713,0.46772,7.149511,336.409163,0.187378,0.549316,0.477376,28.436189,8.386719,NoPornografico
0.389475,0.427661,1.111973,4688.272437,0.049521,28.195638,1.092122,60.10034,33.66276,Pornografico
0.539579,0.686319,0.070474,588.759451,0.185611,1.666667,1.655924,38.97756,4.396484,Pornografico
0.519584,0.595955,2.952118,5166.868325,0.070484,48.743001,1.198893,54.921023,51.623372,Pornografico
0.466545,0.693301,0.398208,2063.817459,0.088913,9.810221,1.094401,48.782258,14.805664,Pornografico
0.613396,0.239769,0.173645,762.416306,0.276782,4.167643,2.798828,62.148808,10.605794,Pornografico
0.345189,0.707763,0.170302,915.570634,0.138328,3.003743,0.84554,55.470924,6.982096,Pornografico
0.454341,0.335626,0.777511,4729.738382,0.053706,31.121745,2.94401,44.587934,40.910807,Pornografico
0.469001,0.620682,58.102311,1913.58492,0.12677,12.024902,8.704753,50.463862,22.309896,NoPornografico
0.442962,0.296356,0.184695,1368.74935,0.137316,6.664063,5.701009,43.538038,16.947591,Pornografico
0.451641,0.613004,97.235091,6111.441051,0.038732,37.47347,2.424479,52.519104,44.126302,NoPornografico
0.39171,0.796862,77.732915,1980.520995,0.09271,9.420085,4.423177,43.92753,18.381836,NoPornografico
0.414,0.284702,1.290261,5531.978064,0.044705,35.439453,2.17041,53.173328,40.019531,Pornografico
0.615692,0.721914,2.044459,6415.711037,0.057533,61.344889,4.337402,64.213624,63.375651,Pornografico
0.350978,0.337436,0.29652,1048.14632,0.131599,3.745117,2.592285,36.075442,12.03776,Pornografico
0.54453,0.547354,36.981794,217.681241,0.389043,0.477539,0.336751,44.168664,1.484049,NoPornografico
0.707857,0.539201,38.625442,1273.126984,0.213245,8.953451,3.809082,44.129266,24.657552,NoPornografico
0.406381,0.719164,23.779259,1417.553391,0.064637,3.364583,2.793294,59.281841,19.052734,NoPornografico
0.537361,0.561898,0.71982,3199.512986,0.083508,22.144531,13.28125,61.080659,40.110026,Pornografico
0.466117,0.514377,86.321686,3229.287589,0.083443,22.541016,2.410807,37.01977,26.558919,NoPornografico
