@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute HMean numeric
@attribute SMean numeric
@attribute Vmean numeric
@attribute MeanGray numeric
@attribute Eccentricity numeric
@attribute Ellipcity numeric
@attribute Orientation numeric
@attribute 'Amount of touching pixels' numeric
@attribute 'Amount of Skin' numeric
@attribute 'Number of touched corners' numeric
@attribute 'Hue std' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute CentroideX numeric
@attribute CentroideY numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Areacara numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.422352,0.597984,44.756068,38.041578,215.538467,0.259567,1.173487,0.505184,0.512582,0,0.586099,0,56.02434,2055.758585,0.135924,255,350,14.880208,2.76416,47.381232,14.762695,0,Pornografico
0.330994,0.44382,54.845667,113.400846,106.687938,0.427621,0.685693,0.357857,1.4317,0,74.865402,0,72.671269,2651.391052,0.049333,362,271,8.983724,5.60791,55.274882,19.166341,0,NoPornografico
0.609065,0.425437,28.253669,117.888739,155.225517,0.533842,0.337702,0.604572,1.396124,0,12.712167,0,50.665665,502.291414,0.194326,423,318,1.27002,1.209961,29.148565,9.128906,0,NoPornografico
0.496218,0.357261,29.856739,102.442001,128.253215,0.54501,0.355846,0.165266,-0.597177,0,10.58997,1,48.052693,371.279221,0.329091,602,361,1.17513,1.041016,29.718234,13.027018,0,NoPornografico
0.641696,0.357821,25.43394,61.212167,213.032693,0.649815,0.147411,0.152498,-0.499347,0,41.84936,0,44.813269,325.965512,0.438655,320,93,1.207357,0.641602,48.427388,2.999349,0,NoPornografico
0.509148,0.445078,15.344122,65.790923,173.580729,0.562314,0.532481,0.48326,0.101347,0,13.957246,0,20.452559,361.923882,0.251972,152,199,0.85498,0.831055,30.66936,7.050456,0,NoPornografico
0.360711,0.906212,39.70558,80.287014,125.540322,0.383468,1.009356,0.422365,0.614865,0,47.289069,0,53.674538,1848.330086,0.112272,257,159,9.93571,8.105469,38.311016,26.729167,0,NoPornografico
0.51033,0.724048,47.071573,94.04767,95.133968,0.541854,1.161487,0.494065,0.775595,0,91.046715,0,71.974411,884.558441,0.23922,140,412,4.848633,0.13623,34.988379,5.762695,0,NoPornografico
0.804699,0.760935,26.435754,126.873297,169.652123,0.823275,1.068338,0.455589,1.558527,0,0.134248,0,31.604488,1064.374675,0.336579,480,191,9.877441,6.942546,71.281262,37.462565,0,Pornografico
0.417853,0.408442,20.189766,101.534704,193.818302,0.658378,0.300493,0.432304,-0.076772,0,32.904331,0,36.112371,495.563492,0.189378,286,182,1.204753,0.860189,39.324224,5.893229,0,NoPornografico
0.518643,0.599793,27.087624,105.542622,186.106022,0.464358,0.558596,0.46167,0.518621,0,99.671552,0,33.375141,2611.959595,0.09363,323,220,16.546875,0.250326,69.842278,16.947591,0,NoPornografico
0.730383,0.550559,12.978844,99.597826,162.899321,0.727021,1.054383,0.646803,-0.34522,128421,0.891982,1,19.58943,2945.903679,0.185848,334,370,15.510091,14.458008,72.556356,72.12793,0,Pornografico
0.743151,0.465638,15.593603,103.608339,164.859384,0.605022,0.91914,0.241657,-0.901053,0,99.248346,1,23.430278,2359.38391,0.273215,486,251,39.397624,2.05485,70.823645,32.480469,16.939266,NoPornografico
0.785331,0.699213,14.511047,118.466278,157.630121,0.765541,0.378302,0.264775,1.109046,0,1.504142,0,25.329465,4757.000359,0.127426,330,233,74.69515,1.686686,77.961174,74.145508,0,Pornografico
0.343417,0.483396,23.607208,80.51001,111.840086,0.407753,0.202649,0.319228,0.876058,0,0.075994,0,38.803955,1625.685425,0.068755,340,323,4.707031,2.502116,45.30982,15.42806,0,Pornografico
0.576348,0.432216,24.537615,107.088991,117.005679,0.52903,0.457523,0.132098,0.010869,0,49.887738,0,32.876102,1669.300649,0.10675,319,147,7.705566,6.452962,50.643352,15.80306,0,NoPornografico
0.264437,0.501626,25.857987,68.198672,197.657112,0.429057,0.82241,0.395151,-1.530818,0,95.545747,0,32.577502,2387.935208,0.067076,261,368,9.907878,7.129232,53.697098,18.511393,0,NoPornografico
0.359407,0.499882,14.030184,68.161489,179.343171,0.477591,0.664455,0.165201,-0.578047,0,0.94069,0,27.322924,3682.826694,0.038735,174,305,13.609375,6.200684,47.177387,26.544596,0,Pornografico
0.469781,0.312764,13.540345,64.800628,149.379058,0.415587,0.249648,0.321008,-0.029694,0,0.496781,0,13.249077,2898.545381,0.081045,128,214,17.638184,10.053548,38.200673,29.025065,0,Pornografico
0.438451,0.339745,49.178801,77.878356,175.080195,0.393176,0.592748,0.26434,-0.425513,0,0.37478,0,50.666877,5678.893937,0.029922,366,258,24.996745,0.384603,58.743805,25.717122,0.022056,Pornografico
0.444482,0.737334,20.391365,92.848657,161.353757,0.493523,0.467068,0.162688,-0.202711,117567,0.63509,1,44.65153,5612.744658,0.042063,297,311,34.325358,5.239583,62.4682,40.598633,0,Pornografico
0.630215,0.462701,18.299618,87.044037,186.099494,0.610214,0.173322,0.396824,-1.19029,0,99.34227,0,12.344782,2337.4987,0.223858,312,292,31.684245,0.625326,78.181322,31.130208,0,NoPornografico
0.453903,0.693908,18.172145,98.864484,143.470523,0.498989,0.924961,0.547977,0.271252,0,0.681539,0,17.297019,2340.344371,0.08975,322,284,12.733887,9.691895,56.218997,28.691081,0.102671,Pornografico
0.559844,0.4793,27.868301,135.416949,155.930027,0.703436,0.416142,0.243858,1.159125,0,0.162125,0,44.244624,1420.364574,0.148892,316,220,7.781087,5.502279,60.019478,35.326823,0,Pornografico
0.704386,0.496461,15.945211,83.245439,179.08941,0.725442,0.493762,0.328353,1.513716,0,14.625969,0,22.804536,4004.025612,0.156643,290,221,65.053874,2.305827,74.438879,67.650716,0,Pornografico
0.519133,0.61244,20.463752,86.040501,163.662003,0.488911,0.327867,0.269755,-0.067693,0,0.051858,0,3.237787,1147.085353,0.113415,339,322,3.865723,0.834635,43.327755,8.309896,0,Pornografico
0.539803,0.372047,33.786754,64.751667,216.203947,0.375395,0.482441,0.462077,0.529753,0,0.18598,0,48.347426,919.997041,0.265159,193,277,5.813639,4.320964,46.619972,16.857422,0,Pornografico
0.462054,0.782701,15.361085,147.82608,134.240101,0.528854,0.499333,0.547315,0.939717,0,1.01055,1,13.177897,2962.025612,0.063365,434,167,14.401204,6.314941,61.334614,55.974609,0,Pornografico
0.722104,0.597227,9.282164,81.639181,174.152632,0.684503,0.927444,0.413085,-0.519146,0,36.447143,0,13.048478,275.095454,0.376024,287,87,0.737142,0.626465,46.61187,2.09082,0,NoPornografico
0.786391,0.514167,7.787105,82.878196,163.493818,0.691972,0.424357,0.010339,-0.970746,0,0.583598,0,11.040414,1403.251875,0.351688,168,260,17.938965,14.604167,60.411392,35.953125,0,Pornografico
0.440033,0.384555,42.787509,170.80993,100.546632,0.436386,0.143542,0.213072,-1.156289,0,24.596064,0,64.39089,1151.896536,0.107853,338,147,3.707031,2.341471,55.976433,16.459961,3.34421,NoPornografico
0.698596,0.350973,16.804946,92.14132,186.549658,0.639877,0.512674,0.364264,-0.622412,0,0.826781,0,10.032353,5489.066376,0.086686,358,267,67.657552,5.763997,69.880454,63.179362,0.024538,Pornografico
0.796253,0.447789,46.574036,207.132682,144.737129,0.650078,1.038393,0.208507,1.29802,199704,1.139971,1,67.205382,6034.96883,0.084091,323,224,79.335286,6.381836,64.497899,66.001302,0,Pornografico
0.52104,0.387875,42.110715,158.447981,115.623239,0.486177,0.526378,0.428832,0.738313,0,24.464675,0,55.989849,785.487373,0.367353,217,162,5.871257,4.927897,47.16,25.38737,2.156687,NoPornografico
0.39615,0.530148,14.935739,66.726711,146.477786,0.442774,1.397565,0.534722,0.46039,0,16.752233,0,14.545022,3495.606348,0.033804,187,365,10.69987,3.877116,40.959392,26.025391,0,Pornografico
0.355579,0.640801,13.959826,85.924121,188.347397,0.453598,0.247224,0.191866,-0.544864,0,1.895516,1,18.312668,3721.336362,0.060036,424,286,21.536784,5.424479,45.971227,42.550781,0,Pornografico
0.488293,0.496562,33.148928,99.035478,206.153606,0.430409,2.373761,0.549944,0.950547,0,5.546345,1,41.213281,224.710678,0.249113,547,246,0.325846,0.309082,9.543783,6.479492,0,NoPornografico
0.727779,0.528579,49.492364,91.50133,154.019458,0.407927,0.166904,0.258686,0.756835,0,99.335645,0,70.897317,1342.371716,0.570882,308,233,26.647786,10.843262,54.89263,15.58138,0,NoPornografico
0.429713,0.366098,19.319212,97.728132,132.675436,0.478247,0.553884,0.34659,0.627308,0,1.528814,0,33.664013,3819.963779,0.075921,199,242,28.697917,7.959635,55.245754,36.225911,0,Pornografico
0.471008,0.506046,27.048953,93.757889,142.718498,0.514739,1.348019,0.41136,0.835794,139103,95.323689,1,35.504866,4779.966738,0.069737,447,165,41.274251,1.116374,49.177128,47.502279,7.390682,NoPornografico
0.44751,0.313465,58.66682,138.730625,109.265054,0.491977,0.797903,0.645622,1.533431,0,52.522448,0,64.882134,1528.430591,0.110882,339,227,6.709961,3.344238,27.606532,14.537435,0,NoPornografico
0.662264,0.413098,31.745529,88.604716,166.879942,0.670228,0.253667,0.283937,0.785398,0,29.408363,0,52.011168,760.07316,0.298503,230,153,4.467122,4.146159,47.773065,15.763346,0,NoPornografico
0.307104,0.498553,22.322776,83.341458,89.32581,0.270611,0.316202,0.450729,0.772847,0,0.3479,0,31.738548,3040.042856,0.054819,367,153,13.123698,1.269043,39.865756,18.895508,0,Pornografico
0.559211,0.642522,25.227007,53.338235,183.838936,0.580182,0.588878,0.685448,0.154997,0,17.732672,1,33.175543,617.338095,0.154151,495,329,1.52181,0.683919,28.351171,9.125326,0,NoPornografico
0.72848,0.528387,26.209177,114.515519,116.965694,0.63544,1.128811,0.472783,-1.485148,0,52.061565,0,50.824752,1356.70772,0.299284,432,158,14.27002,7.377116,47.862586,25.421875,43.653964,NoPornografico
0.53516,0.615676,28.301786,74.177277,185.410246,0.55059,0.036619,0.499896,1.428899,0,22.701578,0,46.8837,1118.766594,0.099441,330,128,3.224121,3.058105,36.621487,14.856771,0,NoPornografico
0.506423,0.363618,21.361863,130.979999,189.185695,0.509951,1.076607,0.499115,0.771315,0,34.91684,0,12.306941,671.830519,0.234939,440,371,2.746908,1.727865,42.932244,9.531576,0,NoPornografico
